text,setiment
"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",positive
"agreement with SHB 30 December 2009 - Finnish financial services group Aktia HEL : AKTAV has concluded a market making agreement with Svenska Handelsbanken STO : SHB A , or SHB , the two parties said today .",positive
fi is developing cooperation in keyword advertising with Microsoft .,positive
"Duality Advisers LP Takes $332,000 Position in Republic Services, Inc. (NYSE:RSG)",positive
"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .",positive
HELSINKI AFX - Outokumpu Technology said it has signed a 3.5 mln eur agreement with Mongolia 's Erdenet Mining Corporation for the engineering of the first HydroCopper plant to be built at the Erdenet mine site .,positive
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive
Synergy benefits will start to materialise in the second quarter .,positive
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .",positive
"PTIChinese stocks' outstanding resilience in a global selloff is giving Asia investors hopes that regional equities will get a lift in the second half.

In a brutal month that's seen the world's major stock indexes tumble into bear markets, Chinese shares have jumped. Their high weighting has helped put the Asian benchmark on track to beat a global gauge by the most since October 2020 this month. 

China's all-out efforts to revive the economy - in contrast to aggressive monetary tightening in the US and elsewhere - is also supporting the earnings outlook for the region.

It's ""very likely that China stocks will help Asia outperform given that China's stimulus effect will be more pronounced in the second half,"" said Kerry Goh, chief investment officer at Kamet Capital. ""Economically, Asia is more dependent on China than the rest of the world.""

Equities in China and Hong Kong account for about a quarter of the MSCI Asia Pacific Index, which has outperformed an index of global stocks by almost five percentage points over the past month. China's CSI 300 Index has jumped 7.6% in the period, rebounding from sharp losses earlier this year.

Driving gains in China are loose monetary policy, a partial lifting of virus curbs and bets that the era of tech crackdowns is over. Even with Covid headwinds, a majority of analysts still expect China's economy to grow more than 4% this year, versus 2.6% for the US, which will offer tailwinds to Asia where most countries list China as their largest trade partner. 

The US is at the epicenter of monetary tightening but China, Asia's largest market, ""is in a different point in its cycle and is currently easing policy,"" strategists including Tim Moe wrote in a note earlier this month. 

",positive
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,positive
Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,positive
Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH .,positive
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,positive
"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .",positive
"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .",positive
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",positive
"Republic Services, Inc. (NYSE:RSG) Shares Bought by Empirical Financial Services LLC d.b.a. Empirical Wealth Management",positive
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,positive
"RelatedTaxpayers can now claim refund of IGST on ocean freight: Experts on SC judgementCBDT notified amendment in Faceless penalty scheme, allowing mandatory personal hearingJharkhand High Court to hear maintainability of PIL seeking probe against CM Hemant Soren on June 1Mumbai: The decade-old retrospective tax controversy that put India on the global map is finally over with the tax department withdrawing its petition from the Supreme Court challenging a 2015 high court ruling favouring Sanofi.

While Sanofi, like many other multinationals, settled this with the taxman under India's plan to rescind the indirect transfer of assets amendment or retrospective tax amendment in December, the appeal in Supreme Court was yet to be withdrawn. In a May 6 order, the apex court dismissed all the appeals. ""In terms of the request made before the court, the appeals are dismissed as withdrawn,"" the court ruled.

""The controversy around the indirect transfer of shares is now put to bed as the government withdrew its appeal in the Supreme Court. While the settlement scheme was accepted in December, the pending appeals in the SC meant that the matter was technically ongoing,"" said Rohan Shah, counsel.

In 2009, French drug maker Sanofi Aventis bought a stake in Hyderabad based vaccine manufacturer Shanta Biotech. The transaction was carried out in France as the buyer-Sanofi-as well as the sellers-- Institut Merieux (IM) and Groupe Industriel Marcel Dassault (GIMD)-were French companies.

The tax department had demanded â‚¹2,000 crore in the case including tax and penalties. Andhra Pradesh High Court had quashed the tax demand, after which the revenue department had approached the Supreme Court.
MORE STORIES FOR YOUâœ•Taxpayers can now claim refund of IGST on ocean freight: Experts on SC judgementCBDT notified amendment in Faceless penalty scheme, allowing mandatory personal hearingJharkhand High Court to hear maintainability of PIL seeking probe against CM Hemant Soren on June 1Â« Back to recommendation storiesI don't want to see these stories becauseThey are not relevant to meThey disrupt the reading flowOthersSUBMIT
According to Ashish K Singh, managing partner of law firm Capstone Legal, this shows the revenue department's commitment of ending litigation for matters on which a policy decision has been taken by the government. 

""It is pertinent to note that more than 50% of cases pending before the Supreme Court and High Court are against the government and such proactive steps go a long way in setting a precedent in other similar cases before various courts across the country,"" said Singh.

Apart from Vodafone and Cairn Energy, companies including Sanofi, Mitsui, WNS, Tata group and Genpact that were litigating or had initiated arbitration proceedings against the tax department settled the tax issue with the government.

The government has promised it will refund taxes already collected and withdraw all litigation and arbitration if companies withdraw litigation, arbitration and let go of damages, interest or any other cost.

In most cases the mergers, acquisitions or restructuring conducted by these companies faced taxes in India.

The government's rationale was that most of the valuation (more than 50%) of the assets or companies that were sold came from India or Indian customers.


",positive
"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",positive
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,positive
"Shutterstock.comAgarwal said the global economy is showing clear signs of recovery. The second wave of Covid-19 is ebbing in India with total active cases at less than 20 per cent of May highs.NEW DELHI: Mining stocks were trading higher on Friday at 10:55AM 

 Lexus Granito(up 4.96%), Aro Granite Industries(up 4.02%), Ashapura Minechem(up 3.75%), Pokarna(up 2.78%), 20 Microns(up 1.36%), Gujarat Mineral Dvpt Corporation(up 1.20%), MOIL(up 0.44%) and Coal India(up 0.14%) were among the top gainers. 

 Oriental Trimex(down 4.35%), NMDC Ltd(down 1.11%), Madhav Marbles and Granites(down 0.60%), Orissa Minerals Development Company(down 0.59%) and KIOCL(down 0.50%) were among the top losers. 

 The NSE Nifty50 index was trading 98.7 points up at 16268.85, while the 30-share BSE Sensex was up 323.71 points at 54576.24 at around 10:55AM. 

 Bajaj Finance(up 4.25%), Bajaj Finserv(up 3.09%), HDFC LIFE INSURANCE(up 2.86%), IndusInd Bank(up 2.55%), Tech Mahindra(up 2.13%), Tata Motors(up 1.84%), SBI Life(up 1.83%), Kotak Mahindra Bank(up 1.8%), Hindustan Unilever(up 1.73%) and Hero MotoCorp(up 1.63%) were among the top gainers in the Nifty pack. 

 On the other hand, Oil & Natural Gas Corporation(down 4.74%), NTPC(down 1.43%), Reliance Industries(down 1.28%), Asian Paints(down 1.14%), Power Grid Corporation of India(down 0.97%), Bharti Airtel(down 0.89%), Bharat Petroleum Corporation(down 0.66%), Bajaj Auto(down 0.65%), Britannia Industries(down 0.59%) and Tata Steel(down 0.52%) were trading in the red.
",positive
"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .",positive
Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,positive
21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,positive
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,positive
Old Town Goleta businesses remind shoppers they are open during busy construction and restriping project,positive
"It currently employs about 750 people and expects headcount to reach 1,000 by end of 2007 .",positive
"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",positive
"Getty ImagesShrikant Chouhan of Kotak Securities said Nifty50 topping the 15,800 mark was completely unexpected.NEW DELHI: Sugar stocks were trading higher on Wednesday at 10:39AM 

 Dhampur Sugar Mills(up 6.39%), Shree Renuka Sugars(up 5.12%), Simbhaoli Sugars(up 3.25%), BAJAJHIND(up 3.20%), K.M.Sugar Mills(up 3.18%), KCP Sugar & Industries(up 2.78%), Mawana Sugars(up 2.22%), Rana Sugars(up 2.02%), Vishwaraj Sugar Industries(up 1.90%) and Ugar Sugar Works(up 1.89%) were among the top gainers. 

 EID Parry(down 1.51%), Triveni Engineering & Industries(down 0.92%), Rajshree Sugars & Chemicals(down 0.67%) and AVADHSUGAR(down 0.11%) were among the top losers. 

 The NSE Nifty50 index was trading 42.15 points up at 16626.7, while the 30-share BSE Sensex was up 156.59 points at 55723.0 at around 10:39AM. 

 JSW Steel(up 3.49%), NTPC(up 2.34%), Asian Paints(up 2.02%), Tata Steel(up 1.71%), Coal India(up 1.37%), Kotak Mahindra Bank(up 1.33%), TATA CONSUMER PRODUCTS(up 1.24%), HDFC(up 0.77%), HDFC LIFE INSURANCE(up 0.75%) and ITC(up 0.72%) were among the top gainers in the Nifty pack. 

 On the other hand, Bajaj Auto(down 2.23%), Hindustan Unilever(down 1.36%), Hindalco Industries(down 1.14%), Britannia Industries(down 1.08%), Apollo Hospitals Enterprises(down 1.03%), Sun Pharmaceutical Industries(down 0.94%), UltraTech Cement(down 0.83%), Mahindra & Mahindra(down 0.83%), Shree Cement(down 0.76%) and Nestle India(down 0.71%) were trading in the re",positive
Rome Resources Announces Shareholder Approval of Arrangement with Pathfinder Minerals,positive
"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .",positive
Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,positive
"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",positive
The annual Thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .,positive
"ANIMumbai: It is said that too much money chasing too few goods is inflationary. But that may be only partially true. Empirical results of a study by economists at the Reserve Bank of India (RBI) suggest that money growth does not pose risks to inflation in the presence of economic slack.

When the economy is in an expansionary phase, however, an increase in money supply can cause higher inflation, implying that monetary accommodation during Covid-19 by the central bank needs to be reversed once the economy gets back to its normal path of growth.

Well known economist and Nobel Laureate Milton Friedman's theory which guided monetary policy through the world in the second half of twentieth century said that inflation is a monetary phenomenon and it occurs when too much money chases too few goods. Excess money creation, or unrestrained expansion in the balance sheet size of a central bank, accordingly, has been cited as the prime driver of inflation.

But that is changing since the turn of the twentieth century across the globe and the link between money supply and inflation is weakening - even in India. Empirical results suggest that money growth does not pose risks to inflation during an economic slack. When the economy is in an expansionary phase, however, an increase in money supply can cause higher inflation, said a research paper carried in the latest RBI bulletin.

The authors are Sitikantha Pattanaik, Binod B. Bhoi and Harendra Kumar Behera, from the Department of Economic and Policy Research. The results of the research are that of the authors from the RBI's economic research department and do not reflect the views of the RBI itself.

""Empirical findings for India suggest that excess liquidity that does not lead to higher broad money growth is not inflationary,"" the authors said. ""Only a robust pick-up in demand that can absorb the surplus liquidity in the system could be inflationary.""

The research assumes significance as central banks across the globe that were in quantitative easing mode post global financial crisis in 2008 and went on aggressively expanding their balance sheets are now going for quantitative tightening. Back home in India, the RBI is being criticised for falling behind the curve in its inflation fight.

The authors say that higher money growth may counterbalance the contractionary impact of the velocity shock rather than pose risks to inflation. Also, Friedman's theory is increasingly less likely to hold in the age of financial innovations, rising digital non-cash modes of payments for transactions and also in view of the emergence of FinTech for financial intermediation.

",positive
"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 0.43 % at 1,138.84 points on Wednesday .",positive
"Kone 's factory located at Ayanambakkam , a suburb to the west of Chennai , is a fully integrated facility which gives it the capability to address costs .",positive
Those will be partially offset by a 186 mln eur gain on the sale of its Celbi pulp plant in Portugal .,positive
PAGA lawsuit relief welcomed locally,positive
"ReutersOn an immediate basis, 15,770/52,500 and 15,850/52,700 levels would be major hurdles.Shares of ICICI Lombard General Insurance Company Ltd. gained 0.78 per cent to Rs 1153.15 in Wednesday's trade as of 12:28PM (IST). It hit a high of Rs 1153.15 and low of Rs 1132.75 during the session. 

 The stock quoted a 52-week high price of Rs 1674.0 and a low of Rs 1070.95. The return on equity for the stock stood at 13.42 per cent. About 9,258 shares have changed hands on the counter so far. 

 The stock's beta value, which measures its volatility in relation to the broader market, stood at 0.64. 
ETMarkets Smart Talk: Indiaâ€™s investable landscape wider than other EMs despite premium valuations: Piyush Sharma
 The scrip has been an underperformer, down 23.29 per cent in the past one year in comparison with a 0.56 per cent gain in Sensex. 


Technicals
 On the technical charts, the 200-day moving average (DMA) of the stock stood at Rs 1070.95 on June 15, while the 50-DMA was at Rs 1274.51. If a stock trades well above 50-DMA and 200-DMA, it usually means the immediate trend is upward. On the other hand, if the stock trades well below 50-DMA and 200-DMA both, it is considered a bearish trend and if trades between these averages, then it suggests the stock can go either way. 


 Promoter/FII Holding 
 Promoters held 48.04 per cent stake in ICICI Lombard General Insurance Company Ltd. as of 31-Mar-2022. Mutual funds and foreign institutional investors held 11.47 per cent and 26.88 per cent stak",positive
"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .",positive
"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",positive
"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",positive
"Martela said plans to expand its recycled furniture business elsewhere in Finland , too .",positive
"Getty ImagesIndia 10-year bond yield fell 0.41 per cent to 5.89 after trading in 5.87-5.91 rangeShares of Adani Enterprises Ltd. rose 0.34 per cent to Rs 2294.35 at 10:50AM hours (IST) on Friday. Earlier in the day, the stock saw a gap up start to the session. 

 As per data available on BSE, total traded quantity on the counter stood at 84,426 shares with a turnover of Rs 19.31 crore till 10:50AM (IST). The stock traded at a price-to-earnings (P/E) multiple of 357.11, while the price-to-book value ratio stood at 6.61. 

 Return on equity (ROE) was at 5.37 per cent, according to exchange data. The stock hit an intraday high of Rs 2303.45 and a low of Rs 2274.0 during the session and quoted a 52-week high price of Rs 2303.45 and a 52-week low of Rs 1123.4. 
ETMarkets Smart Talk: Why this fund manager is happy to watch rally in Adani stocks from sidelines
 The stock's beta value, which measures its volatility in relation to the broader market, stood at 2.02. 


 Technical Indicators

 The 200-DMA (day moving average) of the stock stood at Rs 1652.7 on April 22, while the 50-DMA was at Rs 1862.48. If a stock trades above 50-DMA and 200-DMA, it usually means the immediate trend is upward. On the other hand, if the stock trades below 50-DMA and 200-DMA, it is considered a bearish trend. If it trades between 50-DMA and 200-DMA, then it suggests the stock can go either way. 

 The Relative Strength Index (RSI) of the stood at 75.32. The RSI oscillates between zero and 100. Traditionally, a stock is considered overbought when the RSI value stands above 70 and oversold when it is below 30. 


 Promoter holding 

 As of 31-Mar-2022, promoters held 74.92 per cent stake in the company, while overseas investors held 16.62 per cent and domestic institutional investors had 5.69 per cent.
",positive
"We can choose the most efficient , best overall value option for our customers already at the bidding stage .",positive
"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .",positive
The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,positive
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",positive
"Dubbed Nokia Money Solutions , company officials say the initiative would seek to bridge the gap between the banked and unbanked in developing countries .",positive
Acquisitions have been made and businesses have been well integrated .,positive
EDITORIAL: Why Canada’s public infrastructure is failing,positive
"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .",positive
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",positive
We are very proud to be able to use this kind of innovative mobile service for voting in elections .,positive
"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",positive
"Wall Street stocks ended higher on Tuesday after a choppy session in which each of the major indexes fluctuated between gains and losses as a key meeting of the Federal Reserve got under way.

Investors picked up shares of financials and technology companies ahead of Wednesday's expected announcement by the Fed.

Nine of the 11 major S&P 500 sectors rose, with energy and financials up 2.9% and 1.3%, respectively. The S&P 500 banks index gained 2%, with Citigroup Inc climbing 2.9%.

The U.S. central bank kicked off its two-day policy meeting on Tuesday. Traders see a 99.9% chance of a 50 basis-point hike on Wednesday, according to CME's FedWatch Tool, which would mark the largest rate hike by the Fed since May 2000.

The spotlight stays on Fed Chair Jerome Powell's news conference on Wednesday for comments on the future path of interest rates and balance-sheet reduction.

""The number one driver of all the market volatility over the last several months has been the Fed and the Fed hawkish rhetoric, so getting an update from them at a Powell press conference (on Wednesday) is a major catalyst and I think the market now is kind of just in waiting mode,"" said Ross Mayfield, investment strategist at Baird in Louisville, Kentucky.

In April, Wall Street was hammered by uncertainty around the Fed's ability to engineer a soft landing for the economy, mixed earnings from some big growth companies, the war in Ukraine and pandemic-related lockdowns in China.

The Nasdaq Composite slumped nearly 13.3% last month, its worst monthly performance since October 2008 as richly valued high-growth stocks came under pressure from rising rates.

The Dow Jones Industrial Average rose 67.29 points, or 0.2%, to 33,128.79, the S&P 500 gained 20.1 points, or 0.48%, to 4,175.48 and the Nasdaq Composite added 27.74 points, or 0.22%, to 12,563.76.

The indexes were boosted by stocks including Apple Inc , Tesla Inc and Exxon Mobil Corp, which rose between 0.7% and 2.1%.

Estee Lauder Cos Inc slumped 5.8% after the cosmetics maker cut its full-year profit forecast due to fresh COVID-19 restrictions in China and the Russia-Ukraine crisis.

Hilton Worldwide Holdings Inc slid 4.2% after the hotel operator forecast a bleak full-year profit.

Western Digital Corp jumped 14.5% as the largest percentage gainer on the S&P 500 after activist investor Elliott Investment Management urged the company to separate its Flash business and offered to invest $1 billion to facilitate a sale or a spin-off of the business.

Volume on U.S. exchanges was 11.35 billion shares, compared with the 11.88 billion average for the full session over the last 20 trading days.

Advancing issues outnumbered declining ones on the NYSE by a 1.92-to-1 ratio; on Nasdaq, a 1.26-to-1 ratio favored advancers.

The S&P 500 posted 2 new 52-week highs and 32 new lows; the Nasdaq Composite recorded 29 new highs and 195 new lows.
T",positive
"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .",positive
"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .",positive
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",positive
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive
"AgenciesMazhar Mohammad of Chartviewindia.in said technical indicators are turning mixed as the weekly MACD chart has generated a 'buy' signal, giving an edge to the bulls.NEW DELHI: Stampede Cap, McDowell Hold, Swaraj Suiting Ltd., GMR Power and Urban Infra Ltd. and Ganga Forging and others were among the stocks that touched their 52-week lows as of 10:44AM(IST)in Monday's session. 

 Domestic benchmark index NSE Nifty gained 361.7 points to 18032.15, while the BSE Sensex traded 1345.17 points up at 60621.86. 

 On the other hand, Shaily Engg Pla, Genus Paper Boards, Raj Rayon, Cosmo Films and Vadilal Ind stocks hit their fresh 52-week highs today. 

 In the Nifty 50 index, HDFC, HDFC Bank, HDFC Life, Hero MotoCorp and Bharti Airtel were among the top gainers on the NSE. 

 ONGC, Infosys, Maruti Suzuki, M&M and IndusInd Bank were among the top losers. 


",positive
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive
"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",positive
"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",positive
Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,positive
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive
The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,positive
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",positive
Sponda will record a profit from the sale of 8.5 mln euro ($ 12.4 mln).,positive
7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,positive
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive
"As the largest elevator market in the world , Chinese output of elevators continued to rise to 262,000 units in 2009 , up about 5 % yr-on-yr .",positive
"The fair value of investment properties totalled EUR 2,299.9 mn , compared to EUR 2,229.5 mn in the corresponding period in 2009 .",positive
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",positive
"Getty ImagesIndia 10-year bond yield declined 0.40 per cent to 5.98 after trading in 5.98 -6.04 range.NEW DELHI: Several stocks plunged in excess of 5 per cent in Mumbai trading on Monday even as equity benchmark BSE Sensex traded 433.3 points up at 53161.28 amid brisk buying in frontline bluechip counters. 

 On the BSE, NDA Securities(down 12.66 per cent), Enterprise Intnl(down 10.70 per cent), Modella Woollen(down 10.34 per cent), Starcom Info(down 10.33 per cent) and Tricom Fruit(down 10.00 per cent) stood among the top losers in today's trade. 

 In the Nifty pack, 40 stocks closed in the green, while 10 stocks ended in the red. 

 The index closed 132.8 points up at 15832.05. 

 On the BSE, Tricom Fruit, Patspin India, Evoq Remedies Ltd., Goyal Associate and Wardwizard Innov(PP)hit their fresh 52-week lows, while Kallam Textiles, Wendt India, Gensol Engg, Marathon Nextgen and Sterling Tools touched their fresh 52-week highs in today's trade. 
",positive
Why Hurricane Beryl was more than Houston could handle,positive
"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",positive
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,positive
"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 .",positive
"Mumbai: A study of the Indian yield curve from the Covid-19 pandemic times indicates that the long-term growth prospects of the Indian economy have improved and that there are expectations of a tighter monetary policy ahead, said a research paper published in the RBI monthly bulletin.

The researchers analysed government security yields with maturities of three months to 30 years for the period starting from the first quarter of 2011 to the first quarter of 2022.

The empirical investigation focussed on India's pandemic experience. The slope of the yield curve steepened with the onset of pandemic-related policy easing, reversing after the recent policy tightening phase.

The researchers found that the declining level of the yield curve pointed to a contraction even before the data release in 2020-21.

""The yield curve is indicating an improvement in long-term growth prospects and an upshift in ex-ante inflation expectations. At the same time, the fact that the yield curve has become steeper and concave reconfirms expectations of tighter monetary policy in the period ahead,"" the researchers said.

The results of the research are that of the authors from the RBI's economic research department and do not reflect the views of the RBI itself, which the central bank has always maintained.

The government securities yield curve is widely regarded as a valuable predictor of future macroeconomic developments.

The research showed that in contrast to advanced economies, it is the level and curvature of the yield curve rather than its slope that contain useful information on market expectations about economic prospects and inflation expectations in India.

""The results from a yield-macro model indicate that the level and curvature of the yield curve have more information content on future macroeconomic outcomes than the slope. This finding contrasts with the received wisdom and the experience of other countries,"" the paper said.

It found that the level of the yield curve has increased since 2021 after a steep decline during the pandemic. Furthermore, the yield curve is concave compared to 2019 levels, indicative of strengthening prospects for the recovery, higher inflation expectations and hence market expectations of front-loaded monetary policy normalisation.",positive
Consumption is forecast to grow by about 2 % .,positive
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,positive
"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",positive
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` Mobility Business Suite represents a significant milestone in the company 's offering to the telecommunications industry .",positive
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive
He also mentions that this improvement to the service follows the recent expansion of the Finnlines service from Bilbao via Antwerp and Helsinki and from Hull via Helsinki to St. Petersburg .,positive
"Fiskars has a strong portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .",positive
`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,positive
"4,992 Shares in FTI Consulting, Inc. (NYSE:FCN) Bought by Quantbot Technologies LP",positive
"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M .",positive
"Oppenheimer & Co. Inc. Grows Position in Copart, Inc. (NASDAQ:CPRT)",positive
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,positive
Ramirent is a leading company in machinery and equipment rentals for construction and industry .,positive
Jones Lang LaSalle Incorporated : Sale and financing secured for 120 Interstate NW in Atlanta,positive
We are now in a position to pursue novel clinical candidates going forward . '',positive
"ET BureauFollowing the development, the scrip rose 10.55 per cent to hit a high of Rs 1315.90. Despite this, the scrip has fallen 28 per cent year-to-date.New Delhi: Shares of Route Mobile jumped 11 per cent in Friday's trade. This comes after the company board decided to meet on June 28 to consider a share buyback.

In a filing to BSE, the company post market hours of Thursday said, ""a meeting of the Board of Directors of the Company is scheduled to be held on Tuesday, June 28, 2022, inter alia, to consider a proposal for buyback of fully paid up equity shares of the Company, in accordance with the applicable provision under the Companies Act, 2013 (including the rules and regulations framed thereunder), the Securities and Exchange Board of India (Buy-back of Securities) Regulations, 2018 (as amended), and other applicable laws.""

Following the development, the scrip rose 10.55 per cent to hit a high of Rs 1315.90. Despite this, the scrip has fallen 28 per cent year-to-date.

In terms of the company's code of conduct for prevention of insider trading, the company said that the trading window of the company remains closed from June 23 till further intimation is submitted to the stock exchanges.

""The same has been informed to the Designated Persons in accordance with the above referred Code of Conduct,"" it said. 

Route Mobile is a cloud communications platform service provider, catering to enterprises, over-the-top (OTT) players and mobile network operators (MNO). Its portfolio comprises solutions in messaging, voice, email, SMS filtering, analytics and monetization. 

It has a diverse enterprise client base across a broad range of industries including social media companies, banks and financial institutions, e-commerce entities and travel aggregators. 

Headquartered in Mumbai, the company has global presence in Asia Pacific, Middle East, Africa, Europe and North America.


(Disclaimer: Recommendations, suggestions, views, and opinions given by the experts are their own. These do not represent the views of Economic Times)",positive
Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .,positive
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,positive
